customer_id,revenue,orders,revenue_share,cumulative_revenue,cumulative_revenue_pct
18102.0,580987.04,145,3.343847971110854,580987.04,3.343847971110854
14646.0,528602.52,151,3.042350934413416,1109589.56,6.386198905524269
14156.0,313437.62,156,1.8039778472628492,1423027.1800000002,8.190176752787119
14911.0,291420.81,398,1.677260966540633,1714447.9900000002,9.867437719327752
17450.0,244784.25,51,1.4088460866913521,1959232.2400000002,11.276283806019105
13694.0,195640.69,143,1.1260022673194698,2154872.93,12.402286073338574
17511.0,172132.87,60,0.9907039374079468,2327005.8000000003,13.392990010746523
16446.0,168472.5,2,0.9696368223858717,2495478.3000000003,14.362626833132394
16684.0,147142.77,55,0.8468744034774527,2642621.0700000003,15.209501236609846
12415.0,144458.37,28,0.8314244452586774,2787079.4400000004,16.040925681868526
15061.0,126389.02,127,0.7274270147191048,2913468.4600000004,16.76835269658763
16029.0,117763.62,107,0.6777838655534718,3031232.0800000005,17.446136562141103
17949.0,117314.08,118,0.6751965558314974,3148546.1600000006,18.1213331179726
15311.0,114966.42,208,0.6616846913880872,3263512.5800000005,18.783017809360686
13089.0,113416.91,203,0.6527665477583843,3376929.4900000007,19.435784357119072
12931.0,92347.34,57,0.5315014694587408,3469276.8300000005,19.96728582657781
14298.0,91194.49,82,0.5248662867987366,3560471.3200000008,20.492152113376548
15769.0,88612.52,46,0.5100058604009824,3649083.840000001,21.002157973777532
12346.0,77556.46,12,0.4463731435688137,3726640.3000000007,21.448531117346345
13798.0,75428.87,110,0.4341278833219487,3802069.170000001,21.882659000668294
15838.0,73205.5,34,0.42133136506651786,3875274.670000001,22.303990365734812
17841.0,68545.25,211,0.39450948018011944,3943819.920000001,22.69849984591493
16754.0,65500.07,29,0.376983066915088,4009319.9900000007,23.07548291283002
14096.0,65164.78999999999,17,0.3750533761120813,4074484.7800000007,23.4505362889421
14088.0,64036.8,16,0.3685612742005941,4138521.5800000005,23.819097563142694
16422.0,61920.87,109,0.3563831226233875,4200442.45,24.17548068576608
17389.0,57215.33,61,0.32930057293005704,4257657.78,24.504781258696138
13081.0,56838.37,28,0.3271309945325941,4314496.15,24.83191225322873
16013.0,56078.44,84,0.32275724741994544,4370574.590000001,25.15466950064868
14680.0,55688.5,58,0.32051296314493827,4426263.090000001,25.475182463793615
13093.0,54144.25,55,0.3116250932375683,4480407.340000001,25.78680755703119
12748.0,53539.64,336,0.3081452842528217,4533946.98,26.09495284128401
17850.0,51208.87,155,0.29473062953758744,4585155.850000001,26.389683470821595
13408.0,50174.782,106,0.28877897687981025,4635330.632,26.6784624477014
13777.0,49638.26,61,0.2856910456909212,4684968.892,26.964153493392324
17404.0,47781.12,23,0.2750023497415781,4732750.012,27.2391558431339
13881.0,45179.1,43,0.2600265263604062,4777929.112,27.499182369494306
15749.0,44534.3,3,0.25631540541737746,4822463.412,27.75549777491168
16705.0,43515.051,42,0.25044915803825046,4865978.4629999995,28.005946932949932
12471.0,39918.19,79,0.22974756655831358,4905896.653,28.235694499508245
15098.0,39916.5,3,0.22973783983003546,4945813.153,28.46543233933828
15039.0,39141.48,93,0.22527724281814632,4984954.633,28.690709582156433
14031.0,39019.51,44,0.22457524929857245,5023974.143,28.915284831455
17675.0,37642.48,70,0.21664980749928758,5061616.623000001,29.13193463895429
17381.0,36398.65,38,0.20949099304121152,5098015.273000001,29.341425631995506
12921.0,35233.24,74,0.2027835217970813,5133248.513000001,29.54420915379259
17677.0,35058.46,54,0.2017775824074682,5168306.973000001,29.74598673620006
12678.0,34281.18,21,0.1973039780548048,5202588.153000001,29.94329071425486
13902.0,34095.259999999995,5,0.19623392283500338,5236683.413000001,30.13952463708986
13767.0,33903.57,73,0.19513065860800408,5270586.983000001,30.334655295697864
16210.0,33750.97,35,0.19425237533271533,5304337.953000001,30.52890767103058
16779.0,32809.03,53,0.18883107685089695,5337146.983000001,30.71773874788148
15856.0,32275.95,52,0.1857629559571163,5369422.933000001,30.9035017038386
14258.0,32051.34,25,0.1844702219698122,5401474.273000001,31.08797192580841
17428.0,31466.760000000002,45,0.18110569485927291,5432941.033000001,31.26907762066768
17940.0,30306.79,16,0.17442953332036928,5463247.823000001,31.443507153988048
12709.0,30291.760000000002,34,0.1743430287487599,5493539.583000001,31.617850182736806
14606.0,29951.37,192,0.17238392754249818,5523490.953000001,31.790234110279307
12681.0,29834.760000000002,45,0.17171278329130932,5553325.713,31.961946893570612
13078.0,29018.06,57,0.16701229868496384,5582343.773,32.12895919225558
13098.0,28882.44,28,0.16623174312929762,5611226.213,32.29519093538487
17857.0,27347.04,24,0.15739480904752604,5638573.2530000005,32.452585744432405
14527.0,27246.88,122,0.15681834212188434,5665820.133,32.60940408655429
16333.0,26626.8,22,0.15324949616289973,5692446.933,32.762653582717185
15513.0,26437.05,35,0.1521573975293084,5718883.983,32.91481098024649
17865.0,26312.190000000002,46,0.15143877072883297,5745196.173,33.06624975097533
18251.0,26278.86,9,0.15124694122971516,5771475.033000001,33.217496692205046
13802.0,26259.11,19,0.15113327088445333,5797734.143000001,33.368629963089504
12731.0,25775.71,17,0.1483510812692857,5823509.853000001,33.516981044358786
14062.0,25585.65,24,0.1472571984429333,5849095.503000001,33.66423824280172
12744.0,25317.059999999998,11,0.1457113393019778,5874412.563000001,33.8099495821037
12939.0,25264.8,20,0.14541055893522425,5899677.363000001,33.95536014103892
14895.0,25119.54,38,0.14457452074014926,5924796.903000001,34.099934661779066
15498.0,24972.86,44,0.1437303097911365,5949769.763000001,34.24366497157021
12621.0,24311.2,35,0.1399221517837475,5974080.963000001,34.38358712335396
16525.0,24151.3,48,0.13900185364666579,5998232.263000001,34.52258897700062
13001.0,24042.65,33,0.13837652286121283,6022274.913000002,34.66096549986183
14607.0,23763.13,22,0.13676775653677828,6046038.043000001,34.797733256398615
12482.0,23691.4,29,0.13635491735370842,6069729.443000002,34.93408817375233
17920.0,23581.78,54,0.13572400377155144,6093311.223000002,35.06981217752388
15640.0,23494.31,29,0.1352205736399033,6116805.533000002,35.20503275116378
12409.0,23419.29,7,0.134788798991724,6140224.823000002,35.339821550155506
16133.0,22992.26,56,0.1323310446860454,6163217.0830000015,35.472152594841546
12682.0,22950.22,52,0.132089085125802,6186167.303000001,35.604241679967345
14063.0,22710.2,9,0.1307076594918911,6208877.503000001,35.734949339459234
12540.0,22254.49,33,0.12808483857851077,6231131.993000002,35.86303417803775
15159.0,22116.73,34,0.12729196633733267,6253248.723000002,35.99032614437508
13340.0,22100.56,12,0.127198900540731,6275349.283000002,36.117525044915816
14051.0,21770.98,37,0.12530201586268597,6297120.263000002,36.2428270607785
16839.0,21758.25,44,0.12522874885027166,6318878.513000002,36.36805580962877
12753.0,21429.39,6,0.12333600810380077,6340307.903000002,36.49139181773258
15615.0,21373.97,47,0.12301704048180535,6361681.873000002,36.614408858214375
13319.0,21323.22,58,0.12272495086043639,6383005.093000001,36.73713380907481
14866.0,20746.54,19,0.11940589188800178,6403751.633000001,36.85653970096281
14667.0,20395.34,54,0.11738457415352335,6424146.973000001,36.97392427511634
15251.0,20324.54,21,0.11697708754873672,6444471.513000001,37.09090136266507
12477.0,20276.37,9,0.11669984701550827,6464747.883000001,37.20760120968058
17706.0,20272.15,31,0.11667555897211562,6485020.033000002,37.3242767686527
17243.0,20203.58,69,0.11628090704428765,6505223.613000002,37.44055767569699
18008.0,19759.079999999998,23,0.11372260484333187,6524982.693000002,37.55428028054032
17340.0,19617.95,18,0.11291033670020277,6544600.643000002,37.66719061724053
16843.0,19571.43,35,0.11264259267683165,6564172.073000002,37.779833209917356
17139.0,19566.76,25,0.11261571467620518,6583738.8330000015,37.89244892459356
14194.0,18670.59,36,0.10745784362236822,6602409.423000001,37.99990676821592
12357.0,18287.66,3,0.10525390512560334,6620697.0830000015,38.10516067334153
13113.0,18230.07,37,0.10492244815428042,6638927.153000002,38.21008312149581
12557.0,18096.14,8,0.10415161932689232,6657023.293000001,38.314234740822705
16746.0,18046.75,42,0.10386735713182998,6675070.043000001,38.41810209795453
17581.0,17951.170000000002,43,0.10331725021536801,6693021.213000001,38.5214193481699
12901.0,17654.54,28,0.10161000796144336,6710675.753000001,38.62302935613135
17377.0,17644.27,78,0.10155089938190723,6728320.023000001,38.724580255513246
14952.0,17629.350000000002,32,0.101465027910955,6745949.373000001,38.82604528342421
16652.0,17550.39,16,0.10101057674832853,6763499.763,38.92705586017253
15189.0,17524.38,46,0.10086087722021413,6781024.143,39.027916737392744
18172.0,17467.24,52,0.100532010206125,6798491.383,39.128448747598874
16019.0,17329.16,27,0.09973729621758064,6815820.5430000005,39.22818604381645
17416.0,17298.45,22,0.09956054602502416,6833118.993000001,39.327746589841475
15078.0,17286.73,53,0.09949309202773461,6850405.723000001,39.42723968186922
15523.0,17259.19,16,0.09933458664502522,6867664.913000002,39.52657426851424
13027.0,17239.2,19,0.09921953498923872,6884904.113000002,39.62579380350348
14277.0,17197.61,9,0.09898016538622915,6902101.723000002,39.72477396888971
15808.0,17180.25,21,0.09888025059160914,6919281.973000002,39.82365421948132
15125.0,17024.87,24,0.09798596713607594,6936306.843000002,39.921640186617395
12647.0,16955.55,36,0.09758699861285827,6953262.393000002,40.01922718523026
16656.0,16833.170000000002,30,0.09688264535447141,6970095.563000002,40.116109830584726
12433.0,16794.14,10,0.09665800973039197,6986889.703000002,40.21276784031512
17735.0,16790.33,26,0.09663608142581237,7003680.033000002,40.30940392174093
12454.0,16679.78,5,0.09599981526537217,7020359.813000002,40.4054037370063
16553.0,16584.010000000002,33,0.0954486148114115,7036943.823000002,40.50085235181771
13564.0,16498.97,37,0.09495917044882593,7053442.793000001,40.59581152226654
15358.0,16425.86,42,0.09453838873023902,7069868.653000002,40.69034991099677
14961.0,16410.15,22,0.09444797044547634,7086278.803000002,40.78479788144225
13225.0,16260.07,16,0.09358419093069695,7102538.8730000025,40.87838207237296
16180.0,16249.87,13,0.09352548523339717,7118788.743000003,40.97190755760635
12472.0,16249.29,19,0.09352214706629582,7135038.033000003,41.065429704672646
12980.0,16245.78,21,0.09350194539987207,7151283.813000003,41.158931650072525
17107.0,16052.720000000001,10,0.09239079619196089,7167336.533000003,41.25132244626448
15044.0,16024.150000000001,35,0.09222636268491632,7183360.683000003,41.3435488089494
13199.0,15964.210000000001,67,0.09188138038137236,7199324.893000003,41.435430189330766
17716.0,15956.97,24,0.09183971084721056,7215281.863000003,41.527269900177984
12971.0,15704.6,116,0.09038720527588277,7230986.463000002,41.61765710545386
16191.0,15677.82,24,0.09023307404316827,7246664.283000003,41.70789017949703
12949.0,15526.7,22,0.08936330884944851,7262190.983000003,41.79725348834648
14769.0,15514.11,17,0.08929084760150692,7277705.093000003,41.88654433594799
14849.0,15407.61,43,0.08867789105617108,7293112.7030000035,41.97522222700416
15768.0,15308.89,34,0.08810971199367759,7308421.593000003,42.06333193899784
18087.0,14761.52,17,0.08495934556907206,7323183.113000003,42.14829128456691
18092.0,14693.720000000001,18,0.08456912534584415,7337876.833000002,42.232860409912746
